objectid,title,org,shortorg,format,collectionid,filename,external_filename,featured_image,description,startdate,enddate,date-range,ctrl_subcat,ctrl_subject,subject_terms,subject_free,region,county,location,material_type,latitude,longitude,cdm-collection,cdm-collection-id,language,rights,rightsstatement,download,img_small,img_thumb
marshall-c-edson-collection,Marshall C. Edson Collection,Boise State University,BSU,image/jpeg,https://digital.boisestate.edu/,/objects/marshall-c-edson-collection.jpg,https://cdm15948.contentdm.oclc.org/digital/iiif/p15948coll20/32/full/max/0/default.jpg,32,"Idaho's Department of Fish and Game conservation officer Marshal Edson's scrapbook of a boat trip down the Middle Fork of the Salmon River in March, 1946. The trip was sponsored by the Idaho department of Fish and Game to count big game.",,,,Agriculture and Natural Resources,Fisheries and Wildlife; Logging; Fishing and Canning; Wilderness;,Fisheries and Wildlife; Logging; Fishing and Canning; Wilderness,,Southwest region; Magic Valley region; Southeast region; Salmon region,Ada County; Bingham County; Owyhee County; Power County; Valley County,,Documents; Photographs,,,cdm15948,p15948coll20,eng,,,https://digital.boisestate.edu/,/objects/small/marshall-c-edson-collection_sm.jpg,/objects/thumbs/marshall-c-edson-collection_th.jpg
mccall-public-library-collection,McCall Public Library Collection,University of Idaho,UI,application/pdf,https://www.lib.uidaho.edu/digital/mccall/,/objects/mccall-public-library-collection.jpg,https://www.lib.uidaho.edu/media/digital/small/mccall.jpg,https://www.lib.uidaho.edu/media/digital/small/mccall.jpg,"The McCall Public Library Collection is a digital collection of local family history and subjects of interest. The documents were collected by the McCall Public Library and the Payette Lakes Progressive Club for over a half-century. This extensive collection of unique transcribed oral histories, obituaries, articles and photos filled up several filing cabinets in the Library.",1896,2017,1896-2017,Social Life and Customs,City and Town Life; Home and Family; Land Use; Wilderness;,City and Town Life; Home and Family; Land Use; Wilderness,,Southwest region,Adams County; Gem County; Payette County; Valley County; Washington County,"McCall, ID;Cascade, ID;Donnelly, ID;New Meadows, ID;",Documents; Diaries; Maps; Photographs; Scrapbooks; Newspapers,44.908901,-116.099141,cdm17254,mccall,eng,,,https://www.lib.uidaho.edu/digital/mccall/,/objects/small/mccall-public-library-collection_sm.jpg,/objects/thumbs/mccall-public-library-collection_th.jpg
mining-in-idaho-collection,Mining In Idaho Collection,Idaho State Archives/Idaho State Historical Society,ISHS,image/jpeg,https://idahohistory.contentdm.oclc.org/digital/collection/p265501coll1,/objects/mining-in-idaho-collection.jpg,https://cdm16281.contentdm.oclc.org/digital/iiif/p265501coll1/1/full/max/0/default.jpg,1,A pilot project for the Idaho State Historical Society Digital Initiatives Program on the history of mining in Idaho. These images are reflective of the different archival materials available at the Idaho State Historical Society.,1880,2003,1880-2003,"Business, Industry, Labor, and Commerce",Mines and Mineral Resources;,Mines and Mineral Resources,,Southwest region;Panhandle region;Clearwater region;,Idaho County;Boise County;Valley County;Shoshone County;,,Photographs; Documents;,,,cdm16281,p265501coll1,eng,,,https://idahohistory.contentdm.oclc.org/digital/collection/p265501coll1,/objects/small/mining-in-idaho-collection_sm.jpg,/objects/thumbs/mining-in-idaho-collection_th.jpg
minute-books-ar24-,Minute Books (AR24),Idaho Transportation Department,ITD,application/pdf,https://cdm16876.contentdm.oclc.org/digital/collection/p16876coll13,,,,"These minute books document the creation and subsequent activities of the State Highway Commission, a legal body organized in Idaho in May, 1913.  The body was necessary in order to participate in the National Highway Federal Aid program, organized to assist states with the creation of state and national highways.  The minutes record details about the state’s transportation projects including budgets, timelines, project names, and even contractor bids.   In September, 1913, the commission identified and prioritized the state’s primary transportation needs in consideration of interstate transportation routes that were to make up the National Highway (pp. 4-5). North and South Highway (from Weiser, ID north to the Canadian border - U.S. 95) Western border to SE border (Old Oregon Trail from Bear Lake to Ontario, OR - U.S. 30/I-86/I-84) A southern junction from McCammon to the Utah state line (I-15) A road north from Twin Falls, towards Hailey, Ketchum, etc. (U.S. 93/S.H. 75) Junction from Spokane Bridge, east to the Montana state line (I-90) A road north from Idaho Falls to the Montana state line. (I-15 North)",1913,1917,1913-1917,"Business, Industry, Labor, and Commerce",Public Utilities; Public Works; Transportation;,Public Utilities; Public Works; Transportation,,Panhandle region; Clearwater region; Southwest region; Magic Valley region; Southeast region,,,Documents,,,cdm16876,p16876coll13,eng,,,https://cdm16876.contentdm.oclc.org/digital/collection/p16876coll13,/assets/icons/collection.svg,/assets/icons/collection.svg
montpelier-idaho-time-capsule-1972,Montpelier Idaho Time Capsule 1972,Idaho Commission for Libraries,ICFL,image/jpeg,https://idahodocs.contentdm.oclc.org/digital/collection/p4012coll6/search,/objects/montpelier-idaho-time-capsule-1972.jpg,https://idahodocs.contentdm.oclc.org/digital/iiif/p4012coll6/391/full/max/0/default.jpg,391,"Photographs from the 	Montpelier, Idaho 1972 Time Capsule",1972,1973,1972-1973,"People, Ethnicity, and Culture",City and Town Life;,City and Town Life,,Southeast region,Bear Lake County,,Documents; Photographs; Newspapers,,,idahodocs,p4012coll6,eng,,,https://idahodocs.contentdm.oclc.org/digital/collection/p4012coll6/search,/objects/small/montpelier-idaho-time-capsule-1972_sm.jpg,/objects/thumbs/montpelier-idaho-time-capsule-1972_th.jpg
moscon-collection,MosCon Collection,University of Idaho,UI,application/pdf,https://www.lib.uidaho.edu/digital/moscon/,/objects/moscon-collection.jpg,https://www.lib.uidaho.edu/media/digital/small/moscon.jpg,https://www.lib.uidaho.edu/media/digital/small/moscon.jpg,"MosCon was a vibrant regional science fiction convention based in Moscow, Idaho, organized by the Palouse Empire Science Fiction Association (PESFA). This digital collection provides access to MosCon program booklets and related artifacts for the twenty-two annual conventions held from 1979 to 2001.",1979,2001,1979-2001,"People, Ethnicity, and Culture",Fine Arts;,Fine Arts,,Clearwater region,Latah County,"Moscow, ID",Artifacts; Documents; Photographs,46.732062,-116.998138,cdm17254,,eng,,,https://www.lib.uidaho.edu/digital/moscon/,/objects/small/moscon-collection_sm.jpg,/objects/thumbs/moscon-collection_th.jpg
nell-shipman-collection,Nell Shipman Collection,Boise State University,BSU,image/jpeg,https://digital.boisestate.edu/,/objects/nell-shipman-collection.jpg,https://cdm15948.contentdm.oclc.org/digital/iiif/shipman/139/full/max/0/default.jpg,139,"Photos and other images documenting the career of silent film star/producer Nell Shipman, who made many of her motion pictures in Idaho in the 1920s. They date mainly from the latter years of her filmmaking career (1920-1924), but there is a sprinkling of earlier and later images. Particularly well represented by stills are her films The Girl From God's Country (1921) and The Grub-Stake (1923). So too are her years at Priest Lake, Idaho, where she made several short films known collectively as The Little Dramas of the Big Places. No known copy of The Girl From God's Country is known to survive, so the stills are all that are left to document that film.",1920,1924,1920-1924,"Arts, Humanities, and Social Sciences",Women; Performing Arts; Environmental Activism;,Women; Performing Arts; Environmental Activism,,Panhandle region,Bonner County,,Documents; Diaries; Photographs; Scrapbooks; Video/Film/Moving Images,,,cdm15948,shipman,eng,,,https://digital.boisestate.edu/,/objects/small/nell-shipman-collection_sm.jpg,/objects/thumbs/nell-shipman-collection_th.jpg
no-on-one-coalition,No On One Coalition,Boise State University,BSU,image/jpeg,https://digital.boisestate.edu/,/objects/no-on-one-coalition.jpg,https://cdm15948.contentdm.oclc.org/digital/iiif/p15948coll6/37/full/max/0/default.jpg,37,"A mixture of newspaper clippings and personal photographs reflecting the events surrounding Proposition One (1992-1994), an anti-homosexual special rights referendum that appeared on the Idaho general election ballot in November 1994. The articles concern the campaigns for and against Proposition 1 and gay rights in general while the personal photographs document Don’t Sign On/No on One’s campaign against Idaho Citizens Alliance (the organization supporting the initiative) and their anti-gay initiative.",1992,1994,1992-1994,"People, Ethnicity, and Culture",L.G.B.T.Q.I.A.+; Women; Civil Rights and Human Rights;,L.G.B.T.Q.I.A.+; Women; Civil Rights and Human Rights,,Southwest region,Ada County,,Photographs; Newspapers,,,cdm15948,p15948coll6,eng,,,https://digital.boisestate.edu/,/objects/small/no-on-one-coalition_sm.jpg,/objects/thumbs/no-on-one-coalition_th.jpg
northwest-historical-postcards-collection,Northwest Historical Postcards Collection,University of Idaho,UI,image/jpeg,https://www.lib.uidaho.edu/digital/postcards/,/objects/northwest-historical-postcards-collection.jpg,https://www.lib.uidaho.edu/media/digital/small/postcards.jpg,https://www.lib.uidaho.edu/media/digital/small/postcards.jpg,This digital collection of over 800 postcards comes from the historical photograph collections of the University of Idaho Library&apos;s Special Collections &amp; Archives. The postcards range in date from the 1890s to the 1980s.,1864,2000,1864-2000,Social Life and Customs,Agriculture; Fisheries and Wildlife; Water and Water Rights; Businesses and Corporations; Railroads; Dams; Energy Production; Parks and Playgrounds; Geology; National Parks; Monuments; and Forests; Public Lands; Wilderness;buildings;wilderness,Agriculture; Fisheries and Wildlife; Water and Water Rights; Businesses and Corporations; Railroads; Dams; Energy Production; Parks and Playgrounds; Geology; National Parks; Monuments; and Forests; Public Lands; Wilderness,buildings;wilderness,Clearwater region,Ada County; Adams County; Benewah County; Blaine County; Boise County; Bonner County; Boundary County; Butte County; Custer County; Idaho County; Kootenai County; Lemhi County; Lincoln County; Minidoka County; Nez Perce County; Payette County; Power County; Shoshone County; Valley County,"Moscow, ID;MT;OR;WA",Postcards,46.716798,-119.597168,cdm17254,nwpostcards,eng,,,https://www.lib.uidaho.edu/digital/postcards/,/objects/small/northwest-historical-postcards-collection_sm.jpg,/objects/thumbs/northwest-historical-postcards-collection_th.jpg
o-e-kirkpatrick-photograph-collection,O. E. Kirkpatrick Photograph Collection,Idaho State University,ISU,image/jpeg,http://cdm16942.contentdm.oclc.org/cdm/landingpage/collection/p16942coll2,/objects/o-e-kirkpatrick-photograph-collection.jpg,https://cdm16942.contentdm.oclc.org/digital/iiif/p16942coll2/0/full/max/0/default.jpg,0,"The O. E. Kirkpatrick Photograph Collection contains photographs of historic Leesburg, Idaho between 1900 and the 1930s, that depict everyday life from a wedding and social gatherings to portraits of townspeople, including Chinese immigrants.",1900,1939,1900-1939,Agriculture and Natural Resources,Logging; Mines and Mineral Resources; Ranching; Chinese Americans; Architecture; Elementary and Secondary Education; City and Town Life; Home and Family; Sports and Recreation;United States Mail Stage,Logging; Mines and Mineral Resources; Ranching; Chinese Americans; Architecture; Elementary and Secondary Education; City and Town Life; Home and Family; Sports and Recreation,United States Mail Stage,Salmon region,Lemhi County,"Leesburg, Idaho; Napias Creek; Salmon National Forest",Photographs,45.50169531,-114.2128847,cdm16942,p16942coll2,eng,,,http://cdm16942.contentdm.oclc.org/cdm/landingpage/collection/p16942coll2,/objects/small/o-e-kirkpatrick-photograph-collection_sm.jpg,/objects/thumbs/o-e-kirkpatrick-photograph-collection_th.jpg
old-idaho-penitentiary,Old Idaho Penitentiary,Idaho State Archives/Idaho State Historical Society,ISHS,image/jpeg,https://idahohistory.contentdm.oclc.org/digital/collection/p16281coll10,/objects/old-idaho-penitentiary.jpg,https://cdm16281.contentdm.oclc.org/digital/iiif/p16281coll10/0/full/max/0/default.jpg,0,"Photographs of the development and of the Old Pen since the late 1800s. Photos are of guards, prisoners and of the prison itself.",1890,1990,1890-1990,"Politics, Government, and Law",Architecture; Civil Procedure and Courts; Laws and Legislation; Public Works;prisons;prisoners;,Architecture; Civil Procedure and Courts; Laws and Legislation; Public Works,prisons;prisoners;,Southwest region,Ada County,,Photographs,43.60294549,-116.1619052,cdm16281,p16281coll10,eng,,,https://idahohistory.contentdm.oclc.org/digital/collection/p16281coll10,/objects/small/old-idaho-penitentiary_sm.jpg,/objects/thumbs/old-idaho-penitentiary_th.jpg
olive-grace-babe-call,Olive Grace (Babe) Call,Boise State University,BSU,image/jpeg,https://digital.boisestate.edu/,/objects/olive-grace-babe-call.jpg,https://cdm15948.contentdm.oclc.org/digital/iiif/p15948coll27/0/full/max/0/default.jpg,0,"Diaries of Boise resident, Olive ""Babe"" Grace Call and her sister-in-law Exie Call. The diaries start in 1911 when Babe was a teenager. She writes about her daily life, friends, chores, church, and other activities of her and her family.",1911,1917,1911-1917,"People, Ethnicity, and Culture",Women; City and Town Life; Home and Family;,Women; City and Town Life; Home and Family,,Southwest region,Ada County,,Diaries,,,cdm15948,p15948coll27,eng,,,https://digital.boisestate.edu/,/objects/small/olive-grace-babe-call_sm.jpg,/objects/thumbs/olive-grace-babe-call_th.jpg
