objectid,title,org,shortorg,format,collectionid,filename,external_filename,featured_image,description,startdate,enddate,date-range,ctrl_subcat,ctrl_subject,subject_terms,subject_free,region,county,location,material_type,latitude,longitude,cdm-collection,cdm-collection-id,language,rights,rightsstatement,download,img_small,img_thumb
image-catalog-for-idaho-statehouse,Image Catalog for Idaho Statehouse,Idaho State Archives/Idaho State Historical Society,ISHS,image/jpeg,https://idahohistory.contentdm.oclc.org/digital/collection/p265501coll9,/objects/image-catalog-for-idaho-statehouse.jpg,https://cdm16281.contentdm.oclc.org/digital/iiif/p265501coll9/0/full/max/0/default.jpg,0,"The Image Catalog for Idaho Statehouse includes images selected specifically for display in Idaho's statehouse, both public spaces and private offices.  The collection includes historic photographs, maps, documents and more.",,,,Social Life and Customs,City Planning; Civil Procedure and Courts; Transportation; City and Town Life;,City Planning; Civil Procedure and Courts; Transportation; City and Town Life,,Southwest region,Ada County,,Photographs,43.59176906,-116.2325345,cdm16281,p265501coll9,eng,,,https://idahohistory.contentdm.oclc.org/digital/collection/p265501coll9,/objects/small/image-catalog-for-idaho-statehouse_sm.jpg,/objects/thumbs/image-catalog-for-idaho-statehouse_th.jpg
intermountain-forestry-cooperative,Intermountain Forestry Cooperative,University of Idaho,UI,application/pdf,https://www.lib.uidaho.edu/digital/iftnc/,/objects/intermountain-forestry-cooperative.jpg,https://www.lib.uidaho.edu/media/digital/small/iftnc.jpg,https://www.lib.uidaho.edu/media/digital/small/iftnc.jpg,"A collection of reports, studies, and documents published by the Intermountain Forest Tree Nutrition Cooperative (IFTNC), a research cooperative composed of public and private forestry organizations that is located administratively in the College of Natural Resources at the University of Idaho.",1905,2015,1905-2015,Environment and Conservation,Logging; Forestry and Forestry Products; Environmental Conditions; Land Use; National Parks; Monuments; and Forests; Public Lands; Wilderness;,Logging; Forestry and Forestry Products; Environmental Conditions; Land Use; National Parks; Monuments; and Forests; Public Lands; Wilderness,,,,,Documents,46.729312,-117.012924,cdm17254,iftnc,eng,,,https://www.lib.uidaho.edu/digital/iftnc/,/objects/small/intermountain-forestry-cooperative_sm.jpg,/objects/thumbs/intermountain-forestry-cooperative_th.jpg
itd-headquarters-collection-ar24-,ITD Headquarters Collection (AR24),Idaho Transportation Department,ITD,image/jpeg,https://cdm16876.contentdm.oclc.org/digital/collection/p16876coll1,/objects/itd-headquarters-collection-ar24-.jpg,https://cdm16876.contentdm.oclc.org/digital/iiif/p16876coll1/0/full/max/0/default.jpg,0,"This collection comes from the Idaho Transportation Department's main headquarters located in Boise, Idaho.  Altogether it consists of hundreds of thousands of unique documents and photographs created and used by the organization throughout the 20th Century.  The collection includes content created for internal use (surveys, plans and schematics, research projects and experiments, photo documentation, etc.), but also comprises a number of externally-oriented content (promotional, public relations and outreach, public hearings, commemorations, dedications, etc.), as well as basic documentary evidence of the department’s buildings, laboratories, personnel, and seasonal events dating from the early 1900s up to 2012, when the documents were transferred to the Idaho State Archives. Together this collection illustrates the whole of Idaho’s transportation history.",1900,2012,1900-2012,"Business, Industry, Labor, and Commerce",Transportation; City and Town Life;Railroads,Transportation; City and Town Life,Railroads,Panhandle region; Clearwater region; Southwest region; Magic Valley region; Southeast region; Upper Snake region; Salmon region,,,Documents; Photographs; Maps;,,,cdm16876,p16876coll1,eng,,,https://cdm16876.contentdm.oclc.org/digital/collection/p16876coll1,/objects/small/itd-headquarters-collection-ar24-_sm.jpg,/objects/thumbs/itd-headquarters-collection-ar24-_th.jpg
j-a-hanson-photographs,J.A. Hanson Photographs,Idaho State Archives/Idaho State Historical Society,ISHS,image/jpeg,https://idahohistory.contentdm.oclc.org/digital/collection/p15073coll3,/objects/j-a-hanson-photographs.jpg,https://cdm16281.contentdm.oclc.org/digital/iiif/p15073coll3/51/full/max/0/default.jpg,51,"John A. Hanson was born in Denmark and came to the United States when he was nineteen years old.  He worked as an itinerant photographer in California before settling in Moscow, Idaho in 1890 where he was in partnership with Henry Erichson. In 1892 he moved to Grangeville, Idaho and established the “ Elite Studio. ” He was the leading photographer in Grangeville until 1910. He had studios in Moscow (in partnership with Henry Erichson) from 1890-1892 and Grangeville from 1892-1910. His images capture rarely seen early images of Idaho. This collection includes 48 of Hanson's photographs.",1890,1910,1890-1910,"People, Ethnicity, and Culture",Logging; Mines and Mineral Resources; Chinese Americans; Native Americans; Women; Transportation; City and Town Life;,Logging; Mines and Mineral Resources; Chinese Americans; Native Americans; Women; Transportation; City and Town Life,,Clearwater region; Southwest region,Idaho County; Latah County,"Moscow, ID; Grangeville, ID;",Photographs,46.10482328,-116.1736131,cdm16281,p15073coll3,eng,,,https://idahohistory.contentdm.oclc.org/digital/collection/p15073coll3,/objects/small/j-a-hanson-photographs_sm.jpg,/objects/thumbs/j-a-hanson-photographs_th.jpg
joe-williams-collection,Joe Williams Collection,University of Idaho,UI,image/jpeg,https://www.ijc.uidaho.edu/williams_joe/,/objects/joe-williams-collection.jpg,https://www.lib.uidaho.edu/media/digital/small/williams_joe.jpg,https://www.lib.uidaho.edu/media/digital/small/williams_joe.jpg,"Joe Williams was a vocalist who began singing professionally in the late 1930’s. He worked with the big bands of Coleman Hawkins, Lionel Hampton and Count Basie; it was with Basie that Williams had his first recording hits. Williams won many awards and professional recognition. In the 1980’s he had a recurring role (as “Grandpa Al"") on TV’s The Cosby Show. He died in Las Vegas on March 29, 1999.",1940,1990,1940-1990,"Arts, Humanities, and Social Sciences",Music; Performing Arts;,Music; Performing Arts,,,,,Scores,46.72732,-117.01488,cdm17254,ijcw,eng,,,https://www.ijc.uidaho.edu/williams_joe/,/objects/small/joe-williams-collection_sm.jpg,/objects/thumbs/joe-williams-collection_th.jpg
joseph-yolo-collection,Joseph Yolo Collection,Boise State University,BSU,image/jpeg,https://digital.boisestate.edu/,/objects/joseph-yolo-collection.jpg,https://cdm15948.contentdm.oclc.org/digital/iiif/p15948coll24/19/full/max/0/default.jpg,19,"Scrapbook compiled by Yolo documenting his trip into the Craters of the Moon lava fields of Idaho with Robert Limbert’s exploring expedition of 1926; together with Yolo’s typewritten daily chronicle of the expedition, which he recorded in the form of a newspaper entitled ""The Luna Press.""",1926,1927,1926-1927,"People, Ethnicity, and Culture",Journalism; Environmental Conditions; Geology; National Parks; Monuments; and Forests; Expeditions and Adventure;,Journalism; Environmental Conditions; Geology; National Parks; Monuments; and Forests; Expeditions and Adventure,,Magic Valley region; Southeast region,Blaine County; Butte County; Lincoln County; Minidoka County; Power County,Craters of the Moon,Documents; Diaries; Photographs; Scrapbooks; Newspapers,,,cdm15948,p15948coll24,eng,,,https://digital.boisestate.edu/,/objects/small/joseph-yolo-collection_sm.jpg,/objects/thumbs/joseph-yolo-collection_th.jpg
kathleen-kitty-gurnsey-collection,Kathleen (Kitty) Gurnsey Collection,Boise State University,BSU,image/jpeg,https://digital.boisestate.edu/,/objects/kathleen-kitty-gurnsey-collection.jpg,https://cdm15948.contentdm.oclc.org/digital/iiif/p15948coll12/0/full/max/0/default.jpg,0,"Correspondence, memoranda, speeches, clippings, photos, and other papers, from Mrs. Kathleen W. (Kitty) Gurnsey's career as an Idaho state legislator (1975-1996) and her chairmanship of the Joint Finance-Appropriations Committee (JFAC), the legislature's budget committee. Includes material relating to the role of women in government, 1970s-1990s.",1970,1999,1970-1999,"Politics, Government, and Law",Children and Youth; Women; Civic Activism; Laws and Legislation; Politics and Politicians; Businesses and Corporations; Economics and Banking; Forestry and Forestry Products; Elementary and Secondary Education;,Children and Youth; Women; Civic Activism; Laws and Legislation; Politics and Politicians; Businesses and Corporations; Economics and Banking; Forestry and Forestry Products; Elementary and Secondary Education,,Southwest region,Ada County,,Documents; Photographs; Newspapers,,,cdm15948,p15948coll12,eng,,,https://digital.boisestate.edu/,/objects/small/kathleen-kitty-gurnsey-collection_sm.jpg,/objects/thumbs/kathleen-kitty-gurnsey-collection_th.jpg
kooskia-internment-camp-scrapbook,Kooskia Internment Camp Scrapbook,University of Idaho,UI,image/jpeg,https://www.lib.uidaho.edu/digital/Kooskia/,/objects/kooskia-internment-camp-scrapbook.jpg,https://www.lib.uidaho.edu/media/digital/small/kooskia.jpg,https://www.lib.uidaho.edu/media/digital/small/kooskia.jpg,"The Kooskia Internment Camp Scrapbook documents the sights, tasks, scenes, and events of Japanese men detained during the camp's two years of operation (May 1943 - May 1945). The camp was located in a remote area of north central Idaho, 30 miles from the town of Kooskia; it was administered by the U.S. Immigration and Naturalization Service (INS) for the U.S. Department of Justice.",1943,1945,1943-1945,"People, Ethnicity, and Culture",Japanese Americans;,Japanese Americans,,Clearwater region,Clearwater County,"Kooskia, ID",Photographs; Scrapbooks,46.144012,-115.594819,cdm17254,spec_kic,eng,,,https://www.lib.uidaho.edu/digital/Kooskia/,/objects/small/kooskia-internment-camp-scrapbook_sm.jpg,/objects/thumbs/kooskia-internment-camp-scrapbook_th.jpg
kyle-laughlin-photographs,Kyle Laughlin Photographs,University of Idaho,UI,image/jpeg,https://www.lib.uidaho.edu/digital/Laughlin/,/objects/kyle-laughlin-photographs.jpg,https://www.lib.uidaho.edu/media/digital/small/laughlin.jpg,https://www.lib.uidaho.edu/media/digital/small/laughlin.jpg,"The images of the Kyle Laughlin Photograph Collection, taken from 1931 to 1979, depict Idaho's natural scenery and historic sites, as well as personal moments from Kyle Laughlin's life. Laughlin was a Moscow, Idaho resident and businessman for 56 years; he owned several businesses, including a photo shop, an appliance store, and a television/cable company.",1922,1967,1922-1967,"Business, Industry, Labor, and Commerce",Agriculture; Businesses and Corporations; Home and Family;,Agriculture; Businesses and Corporations; Home and Family,,Panhandle region; Clearwater region; Southwest region; Magic Valley region; Southeast region; Upper Snake region; Salmon region,Ada County; Franklin County; Fremont County; Idaho County; Jefferson County; Kootenai County; Latah County; Lemhi County; Lincoln County; Nez Perce County; Twin Falls County,"Moscow, ID;",Photographs,46.706833,-116.92294,cdm17254,spec_kl,eng,,,https://www.lib.uidaho.edu/digital/Laughlin/,/objects/small/kyle-laughlin-photographs_sm.jpg,/objects/thumbs/kyle-laughlin-photographs_th.jpg
latah-county-community-heritage-collection,Latah County Community Heritage Collection,University of Idaho,UI,image/jpeg,https://www.lib.uidaho.edu/digital/lcheritage/,/objects/latah-county-community-heritage-collection.jpg,https://www.lib.uidaho.edu/media/digital/small/lcheritage.jpg,https://www.lib.uidaho.edu/media/digital/small/lcheritage.jpg,The Latah County Common Heritage Collection was driven by funding from a National Endowment for the Humanities (NEH) Common Heritage Grant awarded to the University of Idaho Library in 2016. The materials in this collection were collected via community digitization days held in Moscow and Potlatch in 2016 and 2017.,1880,2018,1880-2018,"People, Ethnicity, and Culture",Agriculture; Logging; Women; Military; Home and Family;,Agriculture; Logging; Women; Military; Home and Family,,Clearwater region,Latah County,"Moscow, ID;Potlatch, ID;",Documents; Photographs,46.738036,-116.67842,cdm17254,lcheritage,eng,,,https://www.lib.uidaho.edu/digital/lcheritage/,/objects/small/latah-county-community-heritage-collection_sm.jpg,/objects/thumbs/latah-county-community-heritage-collection_th.jpg
latah-county-oral-histories,Latah County Oral Histories,University of Idaho,UI,application/pdf,https://www.lib.uidaho.edu/digital/lcoh/,/objects/latah-county-oral-histories.jpg,https://www.lib.uidaho.edu/media/digital/small/lcoh.jpg,https://www.lib.uidaho.edu/media/digital/small/lcoh.jpg,"In the mid 1970s, the Latah County Historical Society collected over 300 oral histories from local Northern Idaho residents who grew up in Idaho during the early part of the 20th century. The Latah County Oral History Project produced one of the largest collections of oral histories in the Pacific Northwest. A copy of the transcripts and cassette recordings was donated to the University of Idaho Library in 1987. Those items were digitized and uploaded into our database in 2013.",1970,1979,1970-1979,"People, Ethnicity, and Culture",Logging; Ranching; Forestry and Forestry Products; City and Town Life; Overland Journeys to the Western United States; Pioneers;,Logging; Ranching; Forestry and Forestry Products; City and Town Life; Overland Journeys to the Western United States; Pioneers,,Clearwater region,Latah County,,Audio & Sound Recordings,46.736036,-116.67642,cdm17254,latah,eng,,,https://www.lib.uidaho.edu/digital/lcoh/,/objects/small/latah-county-oral-histories_sm.jpg,/objects/thumbs/latah-county-oral-histories_th.jpg
lee-morse-collection,Lee Morse Collection,University of Idaho,UI,image/jpeg,https://www.ijc.uidaho.edu/morse_lee/,/objects/lee-morse-collection.jpg,https://www.lib.uidaho.edu/media/digital/small/morse_lee.jpg,https://www.lib.uidaho.edu/media/digital/small/morse_lee.jpg,Lee Morse was an American singer and songwriter. The collection includes mainly photographs and sound recordings.,1924,1941,1924-1941,"Arts, Humanities, and Social Sciences",Music; Performing Arts;Jazz;headshots,Music; Performing Arts,Jazz;headshots,,,,Photographs,46.72732,-117.01388,cdm17254,ijclm,eng,,,https://www.ijc.uidaho.edu/morse_lee/,/objects/small/lee-morse-collection_sm.jpg,/objects/thumbs/lee-morse-collection_th.jpg
legislative-composite-portraits,Legislative Composite Portraits,Idaho State Archives/Idaho State Historical Society,ISHS,image/jpeg,https://idahohistory.contentdm.oclc.org/digital/collection/p16281coll8,/objects/legislative-composite-portraits.jpg,https://cdm16281.contentdm.oclc.org/digital/iiif/p16281coll8/0/full/max/0/default.jpg,0,This collection is composed of 112 composite portraits of Idaho Senate and House members from 1891 to 2011.,1891,2011,1891-2011,"Politics, Government, and Law",Women; Laws and Legislation; Politics and Politicians;,Women; Laws and Legislation; Politics and Politicians,,Southwest region,Ada County; Boise County,"Boise, ID",Photographs,43.61793038,-116.1995682,cdm16281,p16281coll8,eng,,,https://idahohistory.contentdm.oclc.org/digital/collection/p16281coll8,/objects/small/legislative-composite-portraits_sm.jpg,/objects/thumbs/legislative-composite-portraits_th.jpg
len-jordan-collection,Len Jordan Collection,Boise State University,BSU,image/jpeg,https://digital.boisestate.edu/,/objects/len-jordan-collection.jpg,https://cdm15948.contentdm.oclc.org/digital/iiif/Jordan/0/full/max/0/default.jpg,0,"Leonard Beck Jordan served as Governor of Idaho from 1951 to 1955 and United States Senator from 1962 to 1973. Jordan was influential in hosting the Western Governors Conference in Boise in 1952. He served on the International Joint Commission under President Eisenhower, and was an important supporter of Idaho Business. This digital collection consists of select photographs of Jordan's career.",1951,1973,1951-1973,"Politics, Government, and Law",Agriculture; Water and Water Rights; Civil Rights and Human Rights; Politics and Politicians; Public Finance; Public Works; Forestry and Forestry Products; Dams; Environmental Activism; Land Use; Public Lands; Wilderness;,Agriculture; Water and Water Rights; Civil Rights and Human Rights; Politics and Politicians; Public Finance; Public Works; Forestry and Forestry Products; Dams; Environmental Activism; Land Use; Public Lands; Wilderness,,Panhandle region; Clearwater region; Southwest region; Magic Valley region; Southeast region; Upper Snake region; Salmon region,Ada County; Adams County; Bannock County; Bear Lake County; Benewah County; Bingham County; Blaine County; Boise County; Bonner County; Bonneville County; Boundary County; Butte County; Camas County; Canyon County; Caribou County; Cassia County; Clark County; Clearwater County; Custer County; Elmore County; Franklin County; Fremont County; Gem County; Gooding County; Idaho County; Jefferson County; Jerome County; Kootenai County; Latah County; Lemhi County; Lewis County; Lincoln County; Madison County; Minidoka County; Nez Perce County; Oneida County; Owyhee County; Payette County; Power County; Shoshone County; Teton County; Twin Falls County; Valley County; Washington County,,Documents,,,cdm15948,Jordan,eng,,,https://digital.boisestate.edu/,/objects/small/len-jordan-collection_sm.jpg,/objects/thumbs/len-jordan-collection_th.jpg
leo-j-scoop-leeburn-collection,Leo J. Scoop Leeburn Collection,Idaho State Archives/Idaho State Historical Society,ISHS,image/jpeg,https://idahohistory.contentdm.oclc.org/digital/collection/p16281coll3,/objects/leo-j-scoop-leeburn-collection.jpg,https://cdm16281.contentdm.oclc.org/digital/iiif/p16281coll3/0/full/max/0/default.jpg,0,"Leo Scoop Leeburn was a famous Boise area photographer that captured many iconic Boise images.His photo journalism career started in 1943, took pictures up until his death in 2002 at the age of 81.His photos appeared in The Idaho Statesman and Leeburn has been labeled the Unofficial photographer-at-large, and A Boise institution.His photographs show how life was in Boise in the 1940s from work to activities.The Boise Urban Renewal Project was also documented by Leeburn.His work has been...",1943,2002,1943-2002,Social Life and Customs,City and Town Life;,City and Town Life;,,Southwest region,Ada County;,"Boise, ID",Photographs,,,cdm16281,p16281coll3,eng,,,https://idahohistory.contentdm.oclc.org/digital/collection/p16281coll3,/objects/small/leo-j-scoop-leeburn-collection_sm.jpg,/objects/thumbs/leo-j-scoop-leeburn-collection_th.jpg
leonard-feather-jazz-collection,Leonard Feather Jazz Collection,University of Idaho,UI,image/jpeg,https://www.ijc.uidaho.edu/feather_leonard/,/objects/leonard-feather-jazz-collection.jpg,https://www.lib.uidaho.edu/media/digital/small/feather_leonard.jpg,https://www.lib.uidaho.edu/media/digital/small/feather_leonard.jpg,"The Leonard Feather Collection includes a variety of materials that document and describe the Jazz scene during the middle of the twentieth century. Feather was born in London in 1914 and moved to New York City in 1939. He was a journalist, producer, composer and jazz critic. The collection contains- photos, notebooks, sketches, scores, correspondence, clippings, manuscripts, notes and financial papers.",1900,1999,1900-1999,"People, Ethnicity, and Culture",Music; Performing Arts;,Music; Performing Arts,,,,,Documents; Photographs,46.72748,-117.01404,cdm17254,lfc,eng,,,https://www.ijc.uidaho.edu/feather_leonard/,/objects/small/leonard-feather-jazz-collection_sm.jpg,/objects/thumbs/leonard-feather-jazz-collection_th.jpg
leonard-j-howard-collection,Leonard J Howard Collection,Idaho State Archives/Idaho State Historical Society,ISHS,image/jpeg,https://idahohistory.contentdm.oclc.org/digital/collection/p16281coll1,/objects/leonard-j-howard-collection.jpg,https://cdm16281.contentdm.oclc.org/digital/iiif/p16281coll1/310/full/max/0/default.jpg,310,"Leonard J Howard documented the important period between 1899 and 1939. Howard traveled throughout Idaho and created a visual history of the roads, construction, and what life was like in Idaho during this time period.",1899,1939,1899-1939,"Business, Industry, Labor, and Commerce",Public Utilities; Public Works; Railroads; Ships and Shipping; Transportation; Land Use; Public Lands;bridges;roads;construction,Public Utilities; Public Works; Railroads; Ships and Shipping; Transportation; Land Use; Public Lands,bridges;roads;construction,Panhandle region; Clearwater region; Southwest region; Upper Snake region; Salmon region,Benewah County; Bonner County; Bonneville County; Boundary County; Fremont County; Kootenai County; Lemhi County; Nez Perce County,,Photographs,44.8081324,-116.1784135,cdm16281,p16281coll1,eng,,,https://idahohistory.contentdm.oclc.org/digital/collection/p16281coll1,/objects/small/leonard-j-howard-collection_sm.jpg,/objects/thumbs/leonard-j-howard-collection_th.jpg
lewiston-orchards-life-newsletter,Lewiston Orchards Life Newsletter,University of Idaho,UI,application/pdf,https://www.lib.uidaho.edu/digital/LewistonOrch/,/objects/lewiston-orchards-life-newsletter.jpg,https://www.lib.uidaho.edu/media/digital/small/lewistonorch.jpg,https://www.lib.uidaho.edu/media/digital/small/lewistonorch.jpg,"Lewiston Orchards Life was a newsletter published in Lewiston, Idaho during the early 1900s. The newsletter covers the residential and horticultural lives of those living in the Lewiston Orchards area, which is now a residential neighborhood.",1912,1914,1912-1914,Agriculture and Natural Resources,Agriculture;,Agriculture,,Clearwater region,Nez Perce County,,Documents,46.38071,-116.974847,cdm17254,spec_lof,eng,,,https://www.lib.uidaho.edu/digital/LewistonOrch/,/objects/small/lewiston-orchards-life-newsletter_sm.jpg,/objects/thumbs/lewiston-orchards-life-newsletter_th.jpg
lewiston-state-normal-zimmerly-air-transport-photograph-album,Lewiston State Normal Zimmerly Air Transport Photograph Album,Idaho State Archives/Idaho State Historical Society,ISHS,image/jpeg,https://cdm16281.contentdm.oclc.org/digital/collection/p16281coll14/,/objects/lewiston-state-normal-zimmerly-air-transport-photograph-album.jpg,https://cdm16281.contentdm.oclc.org/digital/iiif/p16281coll14/18/full/max/0/default.jpg,18,"The album documents the Navy Flight training program contracted by Lewiston State Normal and Zimmerly Air Transport in Lewiston, Idaho 1942-1943. This photograph album contains photos of runways, offices, shops, personnel, airplanes, Navy cadets and officers, athletics, and classes. There are also photographs of the Lewiston State Normal School, aerial views of Lewiston-Clarkston and Fish Lake.",1942,1943,1942-1943,"Science, Technology, and Health",Military; Transportation; Technology;,Military; Transportation; Technology,,Clearwater region,Clearwater County,"Lewiston, ID",Photographs; Scrapbooks,46.39312854,-117.0140903,cdm16281,p16281coll14,eng,,,https://cdm16281.contentdm.oclc.org/digital/collection/p16281coll14/,/objects/small/lewiston-state-normal-zimmerly-air-transport-photograph-album_sm.jpg,/objects/thumbs/lewiston-state-normal-zimmerly-air-transport-photograph-album_th.jpg
lilly-j-eichelberger,Lilly J. Eichelberger,Boise State University,BSU,image/jpeg,https://digital.boisestate.edu/,/objects/lilly-j-eichelberger.jpg,https://cdm15948.contentdm.oclc.org/digital/iiif/p15948coll25/34/full/max/0/default.jpg,34,"Scrapbook compiled by Eichelberger, Senator Frank Church’s junior high school English and social studies teacher, chiefly documenting Church’s presidential campaign in 1976, but also containing occasional letters between them. Includes Eichelberger’s response (1939) refuting a letter to the editor claiming that an article on foreign policy published under Frank Church’s name in a Boise newspaper was too sophisticated to have been written by a junior high school student.",1939,1976,1939-1976,"Politics, Government, and Law",Politics and Politicians;,Politics and Politicians,,Southwest region,Ada County,,Documents; Scrapbooks; Newspapers,,,cdm15948,p15948coll25,eng,,,https://digital.boisestate.edu/,/objects/small/lilly-j-eichelberger_sm.jpg,/objects/thumbs/lilly-j-eichelberger_th.jpg
lionel-hampton-library-collection,Lionel Hampton Library Collection,University of Idaho,UI,image/jpeg,https://www.ijc.uidaho.edu/hampton_collection/,/objects/lionel-hampton-library-collection.jpg,https://www.lib.uidaho.edu/media/digital/small/hampton_collection.jpg,https://www.lib.uidaho.edu/media/digital/small/hampton_collection.jpg,"The materials in the Lionel Hampton collection span most of his musical career, 1926–2002, with the bulk of the collection dating 1940–1990. The digital collection includes photographs, arrangements, and images of awards and ephemera.",1918,2002,1918-2002,"People, Ethnicity, and Culture",African Americans; Music; Performing Arts;,African Americans; Music; Performing Arts,,Clearwater region,Latah County,"Moscow, ID",Artifacts; Photographs; Video/Film/Moving Images,46.72748,-117.01412,cdm17254,ijcs,eng,,,https://www.ijc.uidaho.edu/hampton_collection/,/objects/small/lionel-hampton-library-collection_sm.jpg,/objects/thumbs/lionel-hampton-library-collection_th.jpg
lora-kulow-idaho-pioneer-collection,Lora Kulow -Idaho Pioneer Collection,Idaho State Archives/Idaho State Historical Society,ISHS,image/jpeg,https://idahohistory.contentdm.oclc.org/digital/collection/p16281coll18,/objects/lora-kulow-idaho-pioneer-collection.jpg,https://cdm16281.contentdm.oclc.org/digital/iiif/p16281coll18/0/full/max/0/default.jpg,0,"The Lora Kulow Collection includes materials spanning 1860-1917. The Photograph album contains portraits of Civil War soldiers and their families. The collection also boasts a large number of letters between the Kulow family after the Civil War. There is also a journal started in 1885 by Sarah E. Harger, who is now buried in the Morris Hill cemetery. The collection also has leather postcards, children's books, a pocket seller, and a history book.",,,,"People, Ethnicity, and Culture",Military; Politics and Politicians; Home and Family;,Military; Politics and Politicians; Home and Family,,,,,Documents; Photographs,,,cdm16281,p16281coll18,eng,,,https://idahohistory.contentdm.oclc.org/digital/collection/p16281coll18,/objects/small/lora-kulow-idaho-pioneer-collection_sm.jpg,/objects/thumbs/lora-kulow-idaho-pioneer-collection_th.jpg
lyle-smith,Lyle Smith,Boise State University,BSU,image/jpeg,https://digital.boisestate.edu/,/objects/lyle-smith.jpg,https://cdm15948.contentdm.oclc.org/digital/iiif/p15948coll29/0/full/max/0/default.jpg,0,"Correspondence, teaching and coaching material, memorabilia, articles, and photos relating to Smith's participation in high school and college sports in Idaho, his career as football coach at Boise Junior College (1946-1968) and Athletic Director (1969-1980), and his World War II service with the U.S. Navy as a physical training instructor.",1946,1980,1946-1980,Education,Colleges and Universities; Sports and Recreation;,Colleges and Universities; Sports and Recreation,,Southwest region,Ada County,,Artifacts; Documents; Newspapers,,,cdm15948,p15948coll29,eng,,,https://digital.boisestate.edu/,/objects/small/lyle-smith_sm.jpg,/objects/thumbs/lyle-smith_th.jpg
lyman-wilbur-afghanistan-collection,Lyman Wilbur Afghanistan Collection,Boise State University,BSU,image/jpeg,https://digital.boisestate.edu/,/objects/lyman-wilbur-afghanistan-collection.jpg,https://cdm15948.contentdm.oclc.org/digital/iiif/afghanistan/3/full/max/0/default.jpg,3,"Photographs and diary pages relating to Lyman Wilbur's visits to Afghanistan in 1957 and 1958. Wilbur was a vice president of Morrison Knudsen Co. a civil engineering and heavy construction firm responsible for a multi-million dollar contract to build irrigation infrastructure in the Helmand Valley of Afghanistan. The project included three dams, a canal system, and planned farming community.",,,,"Business, Industry, Labor, and Commerce",Water and Water Rights; Businesses and Corporations; Labor History; Dams; Engineering;,Water and Water Rights; Businesses and Corporations; Labor History; Dams; Engineering,,Clearwater region; Southwest region,Ada County; Clearwater County,,Documents; Maps; Photographs,,,cdm15948,afghanistan,eng,,,https://digital.boisestate.edu/,/objects/small/lyman-wilbur-afghanistan-collection_sm.jpg,/objects/thumbs/lyman-wilbur-afghanistan-collection_th.jpg
manuscript-finding-aids-collection-descriptions-,Manuscript Finding Aids (collection descriptions),Idaho State Archives/Idaho State Historical Society,ISHS,application/pdf,https://idahohistory.contentdm.oclc.org/digital/collection/p265501coll4,,,,This collection consists of finding aids (collection descriptions) for manuscript collections held by the Public Archives and Research Library.,,,,Education,Finding Aids;,,Finding Aids,Southwest region,Ada County,"Boise, ID",Documents,43.60132313,-116.1661934,cdm16281,p265501coll4,eng,,,https://idahohistory.contentdm.oclc.org/digital/collection/p265501coll4,/assets/icons/collection.svg,/assets/icons/collection.svg
maps-ar24-,Maps (AR24),Idaho Transportation Department,ITD,image/jpeg,https://cdm16876.contentdm.oclc.org/digital/collection/p16876coll14,/objects/maps-ar24-.jpg,https://cdm16876.contentdm.oclc.org/digital/iiif/p16876coll14/0/full/max/0/default.jpg,0,Rand McNally road maps of Idaho dating between 1926 and 1957.,1926,1957,1926-1957,"Business, Industry, Labor, and Commerce",City Planning; Public Utilities; Public Works; Transportation; Land Use;,City Planning; Public Utilities; Public Works; Transportation; Land Use,,Panhandle region; Clearwater region; Southwest region; Magic Valley region; Southeast region; Upper Snake region; Salmon region,,,Maps,43.60243539,-116.2190624,cdm16876,p16876coll14,eng,,,https://cdm16876.contentdm.oclc.org/digital/collection/p16876coll14,/objects/small/maps-ar24-_sm.jpg,/objects/thumbs/maps-ar24-_th.jpg
mark-brooks-calnon-collection,Mark Brooks Calnon Collection,University of Idaho,UI,image/jpeg,https://www.lib.uidaho.edu/digital/calnon/,/objects/mark-brooks-calnon-collection.jpg,https://www.lib.uidaho.edu/media/digital/small/calnon.jpg,https://www.lib.uidaho.edu/media/digital/small/calnon.jpg,"The Mark Brooks Calnon Collection consists of estate materials from 2nd. Lt. Mark Brooks Calnon, including memorabilia relating to his experiences in World War II as a pilot and prisoner of war. The collection includes photographs, documents, an oral history (audio/video/transcript), and a copy of Calnon&apos;s book, Some Lived, Some Died It Was Understood. The collection was put together by Journalism and Mass Media Professor Denise Bennett as part of a Seed Grant funded project.",1941,2013,1941-2013,"People, Ethnicity, and Culture",Military;,Military,,,,,Artifacts; Documents; Oral Histories; Photographs; Video/Film/Moving Images,43.61349,-116.227996,cdm17254,calnon,eng,,,https://www.lib.uidaho.edu/digital/calnon/,/objects/small/mark-brooks-calnon-collection_sm.jpg,/objects/thumbs/mark-brooks-calnon-collection_th.jpg
